Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_11_69,VPWR,li1,40.0200,40.8000,1.800000
FILLER_11_57,VPWR,li1,34.5000,40.8000,1.800000
FILLER_11_55,VPWR,li1,31.0500,40.8000,1.800000
FILLER_11_51,VPWR,li1,29.9000,40.8000,1.800000
FILLER_11_39,VPWR,li1,26.2200,40.8000,1.800000
FILLER_11_27,VPWR,li1,20.7000,40.8000,1.800000
FILLER_11_15,VPWR,li1,15.1800,40.8000,1.800000
FILLER_11_3,VPWR,li1,9.6600,40.8000,1.800000
FILLER_10_113,VPWR,li1,57.7300,40.8000,1.800000
FILLER_10_109,VPWR,li1,56.5800,40.8000,1.800000
FILLER_10_97,VPWR,li1,52.9000,40.8000,1.800000
FILLER_10_85,VPWR,li1,47.3800,40.8000,1.800000
FILLER_10_83,VPWR,li1,43.9300,40.8000,1.800000
FILLER_10_77,VPWR,li1,42.3200,40.8000,1.800000
FILLER_10_65,VPWR,li1,38.1800,40.8000,1.800000
FILLER_10_53,VPWR,li1,32.6600,40.8000,1.800000
FILLER_10_41,VPWR,li1,27.1400,40.8000,1.800000
FILLER_10_29,VPWR,li1,21.6200,40.8000,1.800000
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.800000
FILLER_10_15,VPWR,li1,15.1800,40.8000,1.800000
FILLER_10_3,VPWR,li1,9.6600,40.8000,1.800000
FILLER_9_113,VPWR,li1,57.7300,35.3600,1.800000
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.800000
FILLER_9_105,VPWR,li1,55.2000,35.3600,1.800000
FILLER_9_93,VPWR,li1,51.0600,35.3600,1.800000
FILLER_9_81,VPWR,li1,45.5400,35.3600,1.800000
FILLER_9_69,VPWR,li1,40.0200,35.3600,1.800000
FILLER_9_57,VPWR,li1,34.5000,35.3600,1.800000
FILLER_9_44,VPWR,li1,28.5200,35.3600,1.800000
FILLER_9_32,VPWR,li1,23.0000,35.3600,1.800000
FILLER_9_20,VPWR,li1,17.4800,35.3600,1.800000
FILLER_9_8,VPWR,li1,11.9600,35.3600,1.800000
FILLER_8_113,VPWR,li1,57.7300,35.3600,1.800000
FILLER_8_109,VPWR,li1,56.5800,35.3600,1.800000
FILLER_8_97,VPWR,li1,52.9000,35.3600,1.800000
FILLER_8_85,VPWR,li1,47.3800,35.3600,1.800000
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.800000
FILLER_8_77,VPWR,li1,42.3200,35.3600,1.800000
FILLER_8_65,VPWR,li1,38.1800,35.3600,1.800000
FILLER_8_53,VPWR,li1,32.6600,35.3600,1.800000
FILLER_8_41,VPWR,li1,27.1400,35.3600,1.800000
FILLER_8_29,VPWR,li1,21.6200,35.3600,1.800000
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.800000
FILLER_8_15,VPWR,li1,15.1800,35.3600,1.800000
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.800000
FILLER_7_113,VPWR,li1,57.7300,29.9200,1.800000
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.800000
FILLER_7_105,VPWR,li1,55.2000,29.9200,1.800000
FILLER_7_93,VPWR,li1,51.0600,29.9200,1.800000
FILLER_7_81,VPWR,li1,45.5400,29.9200,1.800000
FILLER_7_69,VPWR,li1,40.0200,29.9200,1.800000
FILLER_7_57,VPWR,li1,34.5000,29.9200,1.800000
FILLER_7_50,VPWR,li1,29.9000,29.9200,1.800000
FILLER_7_38,VPWR,li1,25.7600,29.9200,1.799999
FILLER_7_26,VPWR,li1,20.2400,29.9200,1.799999
FILLER_7_14,VPWR,li1,14.7200,29.9200,1.799999
FILLER_7_8,VPWR,li1,9.4300,29.9200,1.799999
FILLER_6_113,VPWR,li1,57.7300,29.9200,1.800000
FILLER_6_109,VPWR,li1,56.5800,29.9200,1.800000
FILLER_6_97,VPWR,li1,52.9000,29.9200,1.800000
FILLER_6_85,VPWR,li1,47.3800,29.9200,1.800000
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.800000
FILLER_6_77,VPWR,li1,42.3200,29.9200,1.800000
FILLER_6_65,VPWR,li1,38.1800,29.9200,1.800000
FILLER_6_53,VPWR,li1,32.6600,29.9200,1.800000
FILLER_6_41,VPWR,li1,27.1400,29.9200,1.799999
FILLER_6_29,VPWR,li1,21.6200,29.9200,1.799999
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799999
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.799999
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.799999
FILLER_5_113,VPWR,li1,57.7300,24.4800,1.800000
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.800000
FILLER_5_105,VPWR,li1,55.2000,24.4800,1.800000
FILLER_5_93,VPWR,li1,51.0600,24.4800,1.800000
FILLER_5_81,VPWR,li1,45.5400,24.4800,1.800000
FILLER_5_69,VPWR,li1,40.0200,24.4800,1.800000
FILLER_5_57,VPWR,li1,34.5000,24.4800,1.800000
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.800000
FILLER_5_51,VPWR,li1,29.9000,24.4800,1.800000
FILLER_5_39,VPWR,li1,26.2200,24.4800,1.800000
FILLER_5_27,VPWR,li1,20.7000,24.4800,1.800000
FILLER_5_15,VPWR,li1,15.1800,24.4800,1.800000
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_4_113,VPWR,li1,57.7300,24.4800,1.800000
FILLER_4_109,VPWR,li1,56.5800,24.4800,1.800000
FILLER_4_97,VPWR,li1,52.9000,24.4800,1.800000
FILLER_4_85,VPWR,li1,47.3800,24.4800,1.800000
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.800000
FILLER_4_77,VPWR,li1,42.3200,24.4800,1.800000
FILLER_4_65,VPWR,li1,38.1800,24.4800,1.800000
FILLER_4_53,VPWR,li1,32.6600,24.4800,1.800000
FILLER_4_41,VPWR,li1,27.1400,24.4800,1.800000
FILLER_4_29,VPWR,li1,21.6200,24.4800,1.800000
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.800000
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.800000
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.800000
FILLER_3_113,VPWR,li1,57.7300,19.0400,1.800000
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.800000
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.800000
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.800000
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.800000
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.800000
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.800000
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.800000
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.800000
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.800000
FILLER_3_27,VPWR,li1,20.7000,19.0400,1.800000
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_2_113,VPWR,li1,57.7300,19.0400,1.800000
FILLER_2_109,VPWR,li1,56.5800,19.0400,1.800000
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.800000
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.800000
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.800000
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.800000
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.800000
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.800000
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.800000
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.800000
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.800000
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.800000
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.800000
FILLER_1_113,VPWR,li1,57.7300,13.6000,1.799999
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799999
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.799999
FILLER_1_93,VPWR,li1,51.0600,13.6000,1.799999
FILLER_1_81,VPWR,li1,45.5400,13.6000,1.799999
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.799999
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.799998
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799998
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.799998
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.799998
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.799999
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799999
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799999
FILLER_0_113,VPWR,li1,57.7300,13.6000,1.799999
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799999
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.799999
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.799999
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799999
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.799999
FILLER_0_63,VPWR,li1,35.1900,13.6000,1.799998
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799998
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799998
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.799998
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.799999
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799999
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799999
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799999
ANTENNA_input2_A,VPWR,li1,8.7400,29.9200,1.799999
ANTENNA_input1_A,VPWR,li1,8.7400,35.3600,1.800000
clb_4,VPWR,li1,36.5700,13.6000,1.799998
output3,VPWR,li1,33.5800,13.6000,1.799998
input2,VPWR,li1,7.5900,29.9200,1.799999
input1,VPWR,li1,7.5900,35.3600,1.800000
TAP_TAPCELL_ROW_14_63,VPWR,li1,57.2700,51.3730,1.800000
TAP_TAPCELL_ROW_14_62,VPWR,li1,44.3900,51.3730,1.800000
TAP_TAPCELL_ROW_14_61,VPWR,li1,31.5100,51.3730,1.800000
TAP_TAPCELL_ROW_14_60,VPWR,li1,18.6300,51.3730,1.800000
TAP_TAPCELL_ROW_13_59,VPWR,li1,57.2700,46.5460,1.800000
TAP_TAPCELL_ROW_13_58,VPWR,li1,31.5100,46.5460,1.800000
TAP_TAPCELL_ROW_12_57,VPWR,li1,44.3900,45.9330,1.800000
TAP_TAPCELL_ROW_12_56,VPWR,li1,18.6300,45.9330,1.800000
TAP_TAPCELL_ROW_11_55,VPWR,li1,57.2700,41.1060,1.800000
TAP_TAPCELL_ROW_11_54,VPWR,li1,31.5100,41.1060,1.800000
TAP_TAPCELL_ROW_10_53,VPWR,li1,44.3900,40.4930,1.800000
TAP_TAPCELL_ROW_10_52,VPWR,li1,18.6300,40.4930,1.800000
TAP_TAPCELL_ROW_9_51,VPWR,li1,57.2700,35.6660,1.800000
TAP_TAPCELL_ROW_9_50,VPWR,li1,31.5100,35.6660,1.800000
TAP_TAPCELL_ROW_8_49,VPWR,li1,44.3900,35.0530,1.800000
TAP_TAPCELL_ROW_8_48,VPWR,li1,18.6300,35.0530,1.800000
TAP_TAPCELL_ROW_7_47,VPWR,li1,57.2700,30.2260,1.800000
TAP_TAPCELL_ROW_7_46,VPWR,li1,31.5100,30.2260,1.800000
TAP_TAPCELL_ROW_6_45,VPWR,li1,44.3900,29.6130,1.800000
TAP_TAPCELL_ROW_6_44,VPWR,li1,18.6300,29.6130,1.799999
TAP_TAPCELL_ROW_5_43,VPWR,li1,57.2700,24.7860,1.800000
TAP_TAPCELL_ROW_5_42,VPWR,li1,31.5100,24.7860,1.800000
TAP_TAPCELL_ROW_4_41,VPWR,li1,44.3900,24.1730,1.800000
TAP_TAPCELL_ROW_4_40,VPWR,li1,18.6300,24.1730,1.800000
TAP_TAPCELL_ROW_3_39,VPWR,li1,57.2700,19.3460,1.800000
TAP_TAPCELL_ROW_3_38,VPWR,li1,31.5100,19.3460,1.800000
TAP_TAPCELL_ROW_2_37,VPWR,li1,44.3900,18.7330,1.800000
TAP_TAPCELL_ROW_2_36,VPWR,li1,18.6300,18.7330,1.800000
TAP_TAPCELL_ROW_1_35,VPWR,li1,57.2700,13.9060,1.799999
TAP_TAPCELL_ROW_1_34,VPWR,li1,31.5100,13.9060,1.799998
TAP_TAPCELL_ROW_0_33,VPWR,li1,57.2700,13.2930,1.799999
TAP_TAPCELL_ROW_0_32,VPWR,li1,44.3900,13.2930,1.799999
TAP_TAPCELL_ROW_0_31,VPWR,li1,31.5100,13.2930,1.799998
TAP_TAPCELL_ROW_0_30,VPWR,li1,18.6300,13.2930,1.799999
PHY_EDGE_ROW_14_Left_29,VPWR,li1,6.2100,51.6800,1.800000
PHY_EDGE_ROW_13_Left_28,VPWR,li1,6.2100,46.2400,1.800000
PHY_EDGE_ROW_12_Left_27,VPWR,li1,6.2100,46.2400,1.800000
PHY_EDGE_ROW_11_Left_26,VPWR,li1,6.2100,40.8000,1.800000
PHY_EDGE_ROW_10_Left_25,VPWR,li1,6.2100,40.8000,1.800000
PHY_EDGE_ROW_9_Left_24,VPWR,li1,6.2100,35.3600,1.800000
PHY_EDGE_ROW_8_Left_23,VPWR,li1,6.2100,35.3600,1.800000
PHY_EDGE_ROW_7_Left_22,VPWR,li1,6.2100,29.9200,1.799999
PHY_EDGE_ROW_6_Left_21,VPWR,li1,6.2100,29.9200,1.799999
PHY_EDGE_ROW_5_Left_20,VPWR,li1,6.2100,24.4800,1.800000
PHY_EDGE_ROW_4_Left_19,VPWR,li1,6.2100,24.4800,1.800000
PHY_EDGE_ROW_3_Left_18,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_2_Left_17,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_1_Left_16,VPWR,li1,6.2100,13.6000,1.799999
PHY_EDGE_ROW_0_Left_15,VPWR,li1,6.2100,13.6000,1.799999
PHY_EDGE_ROW_14_Right_14,VPWR,li1,58.6500,51.6800,1.800000
PHY_EDGE_ROW_13_Right_13,VPWR,li1,58.6500,46.2400,1.800000
PHY_EDGE_ROW_12_Right_12,VPWR,li1,58.6500,46.2400,1.800000
PHY_EDGE_ROW_11_Right_11,VPWR,li1,58.6500,40.8000,1.800000
PHY_EDGE_ROW_10_Right_10,VPWR,li1,58.6500,40.8000,1.800000
PHY_EDGE_ROW_9_Right_9,VPWR,li1,58.6500,35.3600,1.800000
PHY_EDGE_ROW_8_Right_8,VPWR,li1,58.6500,35.3600,1.800000
PHY_EDGE_ROW_7_Right_7,VPWR,li1,58.6500,29.9200,1.800000
PHY_EDGE_ROW_6_Right_6,VPWR,li1,58.6500,29.9200,1.800000
PHY_EDGE_ROW_5_Right_5,VPWR,li1,58.6500,24.4800,1.800000
PHY_EDGE_ROW_4_Right_4,VPWR,li1,58.6500,24.4800,1.800000
PHY_EDGE_ROW_3_Right_3,VPWR,li1,58.6500,19.0400,1.800000
PHY_EDGE_ROW_2_Right_2,VPWR,li1,58.6500,19.0400,1.800000
PHY_EDGE_ROW_1_Right_1,VPWR,li1,58.6500,13.6000,1.799999
PHY_EDGE_ROW_0_Right_0,VPWR,li1,58.6500,13.6000,1.799999
_0_,VPWR,li1,10.8100,29.9200,1.799999
