Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_16_94,VPWR,li1,51.5200,57.1200,1.799988
FILLER_16_75,VPWR,li1,40.7100,57.1200,1.799988
FILLER_16_63,VPWR,li1,37.2600,57.1200,1.799989
FILLER_16_51,VPWR,li1,31.7400,57.1200,1.799990
FILLER_16_45,VPWR,li1,26.4500,57.1200,1.799990
FILLER_16_41,VPWR,li1,25.3000,57.1200,1.799992
FILLER_16_29,VPWR,li1,21.6200,57.1200,1.799993
FILLER_16_26,VPWR,li1,17.9400,57.1200,1.799993
FILLER_16_3,VPWR,li1,7.3600,57.1200,1.799992
FILLER_15_138,VPWR,li1,69.2300,51.6800,1.799937
FILLER_15_108,VPWR,li1,55.4300,51.6800,1.799943
FILLER_15_78,VPWR,li1,41.6300,51.6800,1.799956
FILLER_15_66,VPWR,li1,36.3400,51.6800,1.799961
FILLER_15_50,VPWR,li1,29.2100,51.6800,1.799972
FILLER_15_38,VPWR,li1,25.7600,51.6800,1.799975
FILLER_15_26,VPWR,li1,20.2400,51.6800,1.799980
FILLER_15_12,VPWR,li1,11.7300,51.6800,1.799978
FILLER_14_137,VPWR,li1,69.0000,51.6800,1.799937
FILLER_14_107,VPWR,li1,55.4300,51.6800,1.799943
FILLER_14_95,VPWR,li1,51.9800,51.6800,1.799947
FILLER_14_80,VPWR,li1,42.5500,51.6800,1.799954
FILLER_14_71,VPWR,li1,38.6400,51.6800,1.799959
FILLER_14_51,VPWR,li1,29.2100,51.6800,1.799972
FILLER_14_45,VPWR,li1,27.6000,51.6800,1.799972
FILLER_14_24,VPWR,li1,16.7900,51.6800,1.799979
FILLER_14_20,VPWR,li1,15.6400,51.6800,1.799979
FILLER_14_8,VPWR,li1,11.9600,51.6800,1.799978
FILLER_13_137,VPWR,li1,69.0000,46.2400,1.799740
FILLER_13_113,VPWR,li1,59.3400,46.2400,1.799742
FILLER_13_100,VPWR,li1,54.2800,46.2400,1.799745
FILLER_13_88,VPWR,li1,48.7600,46.2400,1.799758
FILLER_13_76,VPWR,li1,43.2400,46.2400,1.799777
FILLER_13_64,VPWR,li1,37.7200,46.2400,1.799799
FILLER_13_57,VPWR,li1,32.4300,46.2400,1.799834
FILLER_13_53,VPWR,li1,30.5900,46.2400,1.799846
FILLER_13_47,VPWR,li1,27.8300,46.2400,1.799858
FILLER_13_35,VPWR,li1,24.3800,46.2400,1.799882
FILLER_13_31,VPWR,li1,20.0100,46.2400,1.799911
FILLER_13_27,VPWR,li1,18.8600,46.2400,1.799911
FILLER_13_15,VPWR,li1,15.1800,46.2400,1.799910
FILLER_13_3,VPWR,li1,9.6600,46.2400,1.799910
FILLER_12_135,VPWR,li1,68.5400,46.2400,1.799740
FILLER_12_125,VPWR,li1,63.4800,46.2400,1.799740
FILLER_12_113,VPWR,li1,60.2600,46.2400,1.799742
FILLER_12_85,VPWR,li1,46.4600,46.2400,1.799766
FILLER_12_61,VPWR,li1,33.8100,46.2400,1.799821
FILLER_12_57,VPWR,li1,32.6600,46.2400,1.799834
FILLER_12_29,VPWR,li1,19.3200,46.2400,1.799911
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799911
FILLER_12_23,VPWR,li1,17.0200,46.2400,1.799911
FILLER_12_8,VPWR,li1,9.8900,46.2400,1.799910
FILLER_11_130,VPWR,li1,65.5500,40.8000,1.799935
FILLER_11_126,VPWR,li1,64.4000,40.8000,1.799935
FILLER_11_113,VPWR,li1,59.3400,40.8000,1.799937
FILLER_11_110,VPWR,li1,56.5800,40.8000,1.799939
FILLER_11_102,VPWR,li1,54.2800,40.8000,1.799942
FILLER_11_92,VPWR,li1,48.0700,40.8000,1.799946
FILLER_11_84,VPWR,li1,46.0000,40.8000,1.799949
FILLER_11_72,VPWR,li1,41.4000,40.8000,1.799957
FILLER_11_60,VPWR,li1,35.8800,40.8000,1.799963
FILLER_11_55,VPWR,li1,31.0500,40.8000,1.799970
FILLER_11_22,VPWR,li1,16.1000,40.8000,1.799982
FILLER_10_105,VPWR,li1,54.2800,40.8000,1.799942
FILLER_10_85,VPWR,li1,46.4600,40.8000,1.799949
FILLER_10_80,VPWR,li1,43.2400,40.8000,1.799952
FILLER_10_74,VPWR,li1,39.7900,40.8000,1.799957
FILLER_10_70,VPWR,li1,38.6400,40.8000,1.799960
FILLER_10_51,VPWR,li1,29.6700,40.8000,1.799970
FILLER_10_41,VPWR,li1,24.6100,40.8000,1.799977
FILLER_10_29,VPWR,li1,19.0900,40.8000,1.799983
FILLER_10_3,VPWR,li1,7.1300,40.8000,1.799982
FILLER_9_132,VPWR,li1,66.9300,35.3600,1.799977
FILLER_9_121,VPWR,li1,61.6400,35.3600,1.799977
FILLER_9_113,VPWR,li1,59.3400,35.3600,1.799977
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.799977
FILLER_9_103,VPWR,li1,54.7400,35.3600,1.799977
FILLER_9_61,VPWR,li1,34.5000,35.3600,1.799981
FILLER_9_57,VPWR,li1,31.9700,35.3600,1.799983
FILLER_9_54,VPWR,li1,30.8200,35.3600,1.799984
FILLER_9_47,VPWR,li1,27.8300,35.3600,1.799985
FILLER_9_35,VPWR,li1,24.3800,35.3600,1.799986
FILLER_9_30,VPWR,li1,19.7800,35.3600,1.799986
FILLER_9_22,VPWR,li1,17.4800,35.3600,1.799985
FILLER_8_133,VPWR,li1,68.0800,35.3600,1.799977
FILLER_8_121,VPWR,li1,63.9400,35.3600,1.799977
FILLER_8_109,VPWR,li1,58.4200,35.3600,1.799977
FILLER_8_97,VPWR,li1,52.9000,35.3600,1.799977
FILLER_8_80,VPWR,li1,43.2400,35.3600,1.799978
FILLER_8_71,VPWR,li1,38.8700,35.3600,1.799979
FILLER_8_64,VPWR,li1,35.1900,35.3600,1.799981
FILLER_8_56,VPWR,li1,33.1200,35.3600,1.799983
FILLER_8_52,VPWR,li1,29.6700,35.3600,1.799984
FILLER_8_44,VPWR,li1,27.6000,35.3600,1.799985
FILLER_8_32,VPWR,li1,23.0000,35.3600,1.799988
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799985
FILLER_7_137,VPWR,li1,69.0000,29.9200,1.799970
FILLER_7_125,VPWR,li1,65.7800,29.9200,1.799970
FILLER_7_113,VPWR,li1,60.2600,29.9200,1.799972
FILLER_7_109,VPWR,li1,56.3500,29.9200,1.799974
FILLER_7_97,VPWR,li1,52.9000,29.9200,1.799975
FILLER_7_75,VPWR,li1,42.7800,29.9200,1.799979
FILLER_7_57,VPWR,li1,34.5000,29.9200,1.799985
FILLER_7_54,VPWR,li1,30.8200,29.9200,1.799986
FILLER_7_45,VPWR,li1,26.9100,29.9200,1.799989
FILLER_7_33,VPWR,li1,23.4600,29.9200,1.799991
FILLER_7_8,VPWR,li1,9.8900,29.9200,1.799991
FILLER_6_137,VPWR,li1,69.0000,29.9200,1.799970
FILLER_6_114,VPWR,li1,58.4200,29.9200,1.799973
FILLER_6_102,VPWR,li1,55.2000,29.9200,1.799974
FILLER_6_90,VPWR,li1,49.6800,29.9200,1.799977
FILLER_6_85,VPWR,li1,45.0800,29.9200,1.799978
FILLER_6_78,VPWR,li1,42.7800,29.9200,1.799979
FILLER_6_66,VPWR,li1,38.6400,29.9200,1.799982
FILLER_6_60,VPWR,li1,33.3500,29.9200,1.799985
FILLER_6_52,VPWR,li1,31.2800,29.9200,1.799986
FILLER_6_41,VPWR,li1,26.2200,29.9200,1.799989
FILLER_6_29,VPWR,li1,21.6200,29.9200,1.799992
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799992
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.799991
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.799991
FILLER_5_121,VPWR,li1,61.4100,24.4800,1.799977
FILLER_5_113,VPWR,li1,59.3400,24.4800,1.799977
FILLER_5_109,VPWR,li1,56.3500,24.4800,1.799977
FILLER_5_101,VPWR,li1,53.8200,24.4800,1.799977
FILLER_5_79,VPWR,li1,42.0900,24.4800,1.799979
FILLER_5_71,VPWR,li1,40.0200,24.4800,1.799979
FILLER_5_57,VPWR,li1,32.6600,24.4800,1.799981
FILLER_5_53,VPWR,li1,30.5900,24.4800,1.799982
FILLER_5_35,VPWR,li1,22.5400,24.4800,1.799987
FILLER_5_11,VPWR,li1,10.8100,24.4800,1.799984
FILLER_5_7,VPWR,li1,9.6600,24.4800,1.799984
FILLER_4_134,VPWR,li1,67.3900,24.4800,1.799977
FILLER_4_122,VPWR,li1,64.4000,24.4800,1.799977
FILLER_4_118,VPWR,li1,60.0300,24.4800,1.799977
FILLER_4_85,VPWR,li1,44.8500,24.4800,1.799978
FILLER_4_76,VPWR,li1,41.1700,24.4800,1.799979
FILLER_4_64,VPWR,li1,37.7200,24.4800,1.799980
FILLER_4_55,VPWR,li1,31.5100,24.4800,1.799982
FILLER_4_38,VPWR,li1,23.2300,24.4800,1.799986
FILLER_4_34,VPWR,li1,21.3900,24.4800,1.799987
FILLER_4_15,VPWR,li1,12.8800,24.4800,1.799985
FILLER_4_7,VPWR,li1,9.2000,24.4800,1.799984
FILLER_3_137,VPWR,li1,69.0000,19.0400,1.799941
FILLER_3_87,VPWR,li1,46.4600,19.0400,1.799949
FILLER_3_75,VPWR,li1,40.7100,19.0400,1.799954
FILLER_3_57,VPWR,li1,32.6600,19.0400,1.799963
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799963
FILLER_3_50,VPWR,li1,28.7500,19.0400,1.799965
FILLER_3_42,VPWR,li1,26.6800,19.0400,1.799968
FILLER_3_3,VPWR,li1,7.1300,19.0400,1.799968
FILLER_2_132,VPWR,li1,66.9300,19.0400,1.799941
FILLER_2_124,VPWR,li1,64.4000,19.0400,1.799941
FILLER_2_109,VPWR,li1,57.0400,19.0400,1.799942
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.799944
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.799949
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799952
FILLER_2_69,VPWR,li1,38.1800,19.0400,1.799958
FILLER_2_32,VPWR,li1,21.1600,19.0400,1.799976
FILLER_2_11,VPWR,li1,10.8100,19.0400,1.799968
FILLER_2_3,VPWR,li1,8.7400,19.0400,1.799968
FILLER_1_137,VPWR,li1,69.0000,13.6000,1.799994
FILLER_1_125,VPWR,li1,65.7800,13.6000,1.799994
FILLER_1_113,VPWR,li1,60.2600,13.6000,1.799994
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799994
FILLER_1_103,VPWR,li1,54.7400,13.6000,1.799994
FILLER_1_91,VPWR,li1,50.1400,13.6000,1.799994
FILLER_1_79,VPWR,li1,44.6200,13.6000,1.799994
FILLER_1_61,VPWR,li1,33.8100,13.6000,1.799995
FILLER_1_57,VPWR,li1,32.6600,13.6000,1.799995
FILLER_1_44,VPWR,li1,28.5200,13.6000,1.799996
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.799997
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799997
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799997
FILLER_0_137,VPWR,li1,69.0000,13.6000,1.799994
FILLER_0_125,VPWR,li1,65.7800,13.6000,1.799994
FILLER_0_113,VPWR,li1,60.2600,13.6000,1.799994
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799994
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.799994
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.799994
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799994
FILLER_0_73,VPWR,li1,40.9400,13.6000,1.799994
FILLER_0_63,VPWR,li1,34.7300,13.6000,1.799994
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799995
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799995
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.799996
FILLER_0_34,VPWR,li1,21.6200,13.6000,1.799997
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799997
FILLER_0_21,VPWR,li1,15.4100,13.6000,1.799997
FILLER_0_15,VPWR,li1,13.8000,13.6000,1.799997
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799997
ANTENNA_input9_A,VPWR,li1,8.7400,62.5600,1.799998
ANTENNA_input8_A,VPWR,li1,8.7400,46.2400,1.799910
ANTENNA_input7_A,VPWR,li1,8.7400,29.9200,1.799991
ANTENNA_input6_A,VPWR,li1,8.7400,40.8000,1.799982
ANTENNA_input5_A,VPWR,li1,10.5800,51.6800,1.799978
ANTENNA_input4_A,VPWR,li1,8.7400,51.6800,1.799978
ANTENNA_input3_A,VPWR,li1,19.3200,13.6000,1.799997
ANTENNA_input2_A,VPWR,li1,16.1000,13.6000,1.799997
ANTENNA_input1_A,VPWR,li1,22.5400,13.6000,1.799997
ANTENNA_clkbuf_0_clk_A,VPWR,li1,34.5000,46.2400,1.799821
hold16,VPWR,li1,35.4200,19.0400,1.799960
hold15,VPWR,li1,66.7000,19.0400,1.799941
hold14,VPWR,li1,67.6200,57.1200,1.799988
hold13,VPWR,li1,66.7000,62.5600,1.799996
hold12,VPWR,li1,67.6200,24.4800,1.799977
hold11,VPWR,li1,56.1200,73.4400,1.799998
hold10,VPWR,li1,67.6200,40.8000,1.799935
hold9,VPWR,li1,20.7000,19.0400,1.799976
hold8,VPWR,li1,16.1000,29.9200,1.799991
hold7,VPWR,li1,15.1800,57.1200,1.799993
hold6,VPWR,li1,24.3800,68.0000,1.799966
hold5,VPWR,li1,12.8800,62.5600,1.799998
hold4,VPWR,li1,12.4200,73.4400,1.799999
hold3,VPWR,li1,65.7800,46.2400,1.799740
hold2,VPWR,li1,15.1800,24.4800,1.799985
hold1,VPWR,li1,11.0400,40.8000,1.799982
clkload0,VPWR,li1,49.6800,40.8000,1.799946
clkbuf_1_1__f_clk,VPWR,li1,52.9000,46.2400,1.799745
clkbuf_1_0__f_clk,VPWR,li1,27.1400,46.2400,1.799858
clkbuf_0_clk,VPWR,li1,39.5600,46.2400,1.799789
fanout68,VPWR,li1,17.7100,24.4800,1.799986
fanout67,VPWR,li1,37.4900,24.4800,1.799980
fanout66,VPWR,li1,36.5700,19.0400,1.799958
fanout65,VPWR,li1,11.7300,24.4800,1.799985
fanout64,VPWR,li1,43.0100,19.0400,1.799952
fanout63,VPWR,li1,14.0300,46.2400,1.799910
fanout62,VPWR,li1,32.4300,40.8000,1.799967
fanout61,VPWR,li1,17.2500,40.8000,1.799982
fanout60,VPWR,li1,21.8500,46.2400,1.799912
fanout59,VPWR,li1,30.5900,35.3600,1.799984
fanout58,VPWR,li1,20.4700,46.2400,1.799911
fanout57,VPWR,li1,17.2500,62.5600,1.799998
fanout56,VPWR,li1,13.3400,35.3600,1.799982
fanout55,VPWR,li1,21.1600,62.5600,1.799998
fanout54,VPWR,li1,37.0300,40.8000,1.799960
fanout53,VPWR,li1,39.7900,35.3600,1.799979
fanout52,VPWR,li1,34.0400,68.0000,1.799953
fanout51,VPWR,li1,45.7700,68.0000,1.799937
fanout50,VPWR,li1,30.5900,73.4400,1.799998
fanout49,VPWR,li1,19.5500,35.3600,1.799986
fanout48,VPWR,li1,51.2900,24.4800,1.799977
fanout47,VPWR,li1,20.9300,46.2400,1.799912
fanout46,VPWR,li1,49.4500,24.4800,1.799978
fanout45,VPWR,li1,60.9500,24.4800,1.799977
fanout44,VPWR,li1,46.2300,29.9200,1.799978
fanout43,VPWR,li1,51.7500,40.8000,1.799944
fanout42,VPWR,li1,53.1300,51.6800,1.799945
fanout41,VPWR,li1,49.4500,62.5600,1.799996
fanout40,VPWR,li1,43.9300,68.0000,1.799939
fanout39,VPWR,li1,29.9000,19.0400,1.799965
fanout38,VPWR,li1,56.3500,51.6800,1.799943
fanout37,VPWR,li1,57.7300,57.1200,1.799988
fanout36,VPWR,li1,28.2900,68.0000,1.799962
fanout35,VPWR,li1,30.5900,51.6800,1.799969
fanout34,VPWR,li1,32.8900,35.3600,1.799983
fanout33,VPWR,li1,35.6500,73.4400,1.799998
fanout32,VPWR,li1,48.0700,57.1200,1.799988
fanout31,VPWR,li1,28.7500,29.9200,1.799987
fanout30,VPWR,li1,12.6500,46.2400,1.799910
fanout29,VPWR,li1,15.4100,46.2400,1.799910
fanout28,VPWR,li1,22.3100,24.4800,1.799987
fanout27,VPWR,li1,16.7900,51.6800,1.799979
fanout26,VPWR,li1,20.9300,24.4800,1.799987
output25,VPWR,li1,23.9200,73.4400,1.799999
output24,VPWR,li1,7.8200,68.0000,1.799971
output23,VPWR,li1,7.8200,57.1200,1.799992
output22,VPWR,li1,7.8200,51.6800,1.799978
output21,VPWR,li1,7.8200,35.3600,1.799981
output20,VPWR,li1,7.8200,35.3600,1.799981
output19,VPWR,li1,7.8200,24.4800,1.799984
output18,VPWR,li1,7.8200,24.4800,1.799984
output17,VPWR,li1,56.1200,73.4400,1.799998
output16,VPWR,li1,68.5400,68.0000,1.799925
output15,VPWR,li1,68.5400,57.1200,1.799988
output14,VPWR,li1,64.8600,57.1200,1.799988
output13,VPWR,li1,68.5400,35.3600,1.799977
output12,VPWR,li1,68.5400,19.0400,1.799941
output11,VPWR,li1,68.5400,24.4800,1.799977
output10,VPWR,li1,33.5800,13.6000,1.799995
input9,VPWR,li1,7.5900,62.5600,1.799997
input8,VPWR,li1,7.5900,46.2400,1.799910
input7,VPWR,li1,7.5900,29.9200,1.799991
input6,VPWR,li1,7.5900,40.8000,1.799982
input5,VPWR,li1,9.4300,51.6800,1.799978
input4,VPWR,li1,7.5900,51.6800,1.799978
input3,VPWR,li1,20.4700,13.6000,1.799997
input2,VPWR,li1,17.2500,13.6000,1.799997
input1,VPWR,li1,23.6900,13.6000,1.799997
TAP_TAPCELL_ROW_23_99,VPWR,li1,57.2700,73.7460,1.799998
TAP_TAPCELL_ROW_23_98,VPWR,li1,44.3900,73.7460,1.799998
TAP_TAPCELL_ROW_23_97,VPWR,li1,31.5100,73.7460,1.799998
TAP_TAPCELL_ROW_23_96,VPWR,li1,18.6300,73.7460,1.799999
TAP_TAPCELL_ROW_22_95,VPWR,li1,44.3900,73.1330,1.799998
TAP_TAPCELL_ROW_22_94,VPWR,li1,18.6300,73.1330,1.799999
TAP_TAPCELL_ROW_21_93,VPWR,li1,57.2700,68.3060,1.799927
TAP_TAPCELL_ROW_21_92,VPWR,li1,31.5100,68.3060,1.799957
TAP_TAPCELL_ROW_20_91,VPWR,li1,44.3900,67.6930,1.799939
TAP_TAPCELL_ROW_20_90,VPWR,li1,18.6300,67.6930,1.799973
TAP_TAPCELL_ROW_19_89,VPWR,li1,57.2700,62.8660,1.799996
TAP_TAPCELL_ROW_19_88,VPWR,li1,31.5100,62.8660,1.799997
TAP_TAPCELL_ROW_18_87,VPWR,li1,44.3900,62.2530,1.799997
TAP_TAPCELL_ROW_18_86,VPWR,li1,18.6300,62.2530,1.799998
TAP_TAPCELL_ROW_17_85,VPWR,li1,57.2700,57.4260,1.799988
TAP_TAPCELL_ROW_17_84,VPWR,li1,31.5100,57.4260,1.799990
TAP_TAPCELL_ROW_16_83,VPWR,li1,44.3900,56.8130,1.799988
TAP_TAPCELL_ROW_16_82,VPWR,li1,18.6300,56.8130,1.799993
TAP_TAPCELL_ROW_15_81,VPWR,li1,57.2700,51.9860,1.799941
TAP_TAPCELL_ROW_15_80,VPWR,li1,31.5100,51.9860,1.799969
TAP_TAPCELL_ROW_14_79,VPWR,li1,44.3900,51.3730,1.799952
TAP_TAPCELL_ROW_14_78,VPWR,li1,18.6300,51.3730,1.799980
TAP_TAPCELL_ROW_13_77,VPWR,li1,57.2700,46.5460,1.799743
TAP_TAPCELL_ROW_13_76,VPWR,li1,31.5100,46.5460,1.799834
TAP_TAPCELL_ROW_12_75,VPWR,li1,44.3900,45.9330,1.799777
TAP_TAPCELL_ROW_12_74,VPWR,li1,18.6300,45.9330,1.799911
TAP_TAPCELL_ROW_11_73,VPWR,li1,57.2700,41.1060,1.799939
TAP_TAPCELL_ROW_11_72,VPWR,li1,31.5100,41.1060,1.799967
TAP_TAPCELL_ROW_10_71,VPWR,li1,44.3900,40.4930,1.799952
TAP_TAPCELL_ROW_10_70,VPWR,li1,18.6300,40.4930,1.799983
TAP_TAPCELL_ROW_9_69,VPWR,li1,57.2700,35.6660,1.799977
TAP_TAPCELL_ROW_9_68,VPWR,li1,31.5100,35.6660,1.799983
TAP_TAPCELL_ROW_8_67,VPWR,li1,44.3900,35.0530,1.799978
TAP_TAPCELL_ROW_8_66,VPWR,li1,18.6300,35.0530,1.799985
TAP_TAPCELL_ROW_7_65,VPWR,li1,57.2700,30.2260,1.799973
TAP_TAPCELL_ROW_7_64,VPWR,li1,31.5100,30.2260,1.799986
TAP_TAPCELL_ROW_6_63,VPWR,li1,44.3900,29.6130,1.799979
TAP_TAPCELL_ROW_6_62,VPWR,li1,18.6300,29.6130,1.799992
TAP_TAPCELL_ROW_5_61,VPWR,li1,57.2700,24.7860,1.799977
TAP_TAPCELL_ROW_5_60,VPWR,li1,31.5100,24.7860,1.799982
TAP_TAPCELL_ROW_4_59,VPWR,li1,44.3900,24.1730,1.799978
TAP_TAPCELL_ROW_4_58,VPWR,li1,18.6300,24.1730,1.799986
TAP_TAPCELL_ROW_3_57,VPWR,li1,57.2700,19.3460,1.799942
TAP_TAPCELL_ROW_3_56,VPWR,li1,31.5100,19.3460,1.799963
TAP_TAPCELL_ROW_2_55,VPWR,li1,44.3900,18.7330,1.799952
TAP_TAPCELL_ROW_2_54,VPWR,li1,18.6300,18.7330,1.799973
TAP_TAPCELL_ROW_1_53,VPWR,li1,57.2700,13.9060,1.799994
TAP_TAPCELL_ROW_1_52,VPWR,li1,31.5100,13.9060,1.799995
TAP_TAPCELL_ROW_0_51,VPWR,li1,57.2700,13.2930,1.799994
TAP_TAPCELL_ROW_0_50,VPWR,li1,44.3900,13.2930,1.799994
TAP_TAPCELL_ROW_0_49,VPWR,li1,31.5100,13.2930,1.799995
TAP_TAPCELL_ROW_0_48,VPWR,li1,18.6300,13.2930,1.799997
PHY_EDGE_ROW_23_Left_47,VPWR,li1,6.2100,73.4400,1.799999
PHY_EDGE_ROW_22_Left_46,VPWR,li1,6.2100,73.4400,1.799999
PHY_EDGE_ROW_21_Left_45,VPWR,li1,6.2100,68.0000,1.799971
PHY_EDGE_ROW_20_Left_44,VPWR,li1,6.2100,68.0000,1.799971
PHY_EDGE_ROW_19_Left_43,VPWR,li1,6.2100,62.5600,1.799997
